,11,21,22,31,41,51,61,71,81,82,91,101,111,121,122
175,68.0,52.0,27.0,24.0,19.0,65.0,32.0,31.0,48.0,42.0,23.0,6.0,55.0,43.0,22.0
176,63.0,51.0,25.0,23.0,21.0,66.0,36.0,29.5,47.0,38.0,21.0,5.0,55.5,41.0,20.5
177,64.0,49.0,23.0,21.0,21.0,69.0,34.5,27.0,46.0,37.0,23.0,6.0,56.0,42.0,21.0
178,65.0,53.0,26.0,24.0,23.0,64.0,35.0,30.0,48.0,42.0,24.0,7.0,58.0,42.0,21.0
179,62.0,51.0,22.0,23.0,23.0,64.0,33.0,30.0,48.0,38.0,23.0,6.0,58.0,41.0,21.0
180,66.0,48.0,22.0,24.0,22.0,66.0,34.0,29.0,49.0,38.0,23.0,8.0,60.0,40.0,21.0
181,65.0,50.0,24.0,25.0,24.0,65.0,34.0,30.0,47.0,37.0,22.0,7.0,61.5,45.0,22.0
182,66.0,54.0,27.0,25.0,24.0,65.0,35.0,31.0,46.0,36.0,23.0,8.0,64.0,44.0,22.0
183,64.0,53.0,24.5,25.0,26.0,63.5,36.0,31.0,48.0,38.0,23.5,8.0,64.0,46.0,22.0
184,65.0,53.0,26.0,25.0,26.0,67.0,40.0,32.0,49.0,40.0,23.0,9.0,69.0,46.0,23.0
185,69.0,55.0,29.0,29.0,28.0,68.0,42.0,34.0,48.0,42.0,23.0,8.0,68.0,46.0,23.0
186,75.0,62.0,37.0,27.0,31.0,77.0,51.0,37.0,52.0,43.0,25.0,10.0,70.0,48.0,26.0
187,84.0,61.5,35.0,29.0,30.0,80.0,52.0,39.0,55.0,50.0,26.0,10.0,71.0,45.0,25.0
188,85.0,58.0,32.5,29.0,31.0,80.0,47.0,45.0,57.0,53.5,28.5,11.0,82.0,50.0,28.0
189,75.0,59.5,33.0,32.5,28.0,82.5,42.0,47.0,59.0,54.0,27.0,12.0,82.0,53.0,29.0
190,79.0,58.0,35.0,33.0,27.0,89.0,46.0,42.0,55.0,50.0,28.0,11.0,79.0,52.0,31.0
191,78.0,55.0,30.0,28.0,29.0,79.0,41.0,38.0,54.0,47.0,28.0,9.0,72.0,50.0,27.0
192,79.0,59.0,32.0,27.0,28.0,80.0,45.0,38.0,52.0,44.0,25.0,10.0,77.0,52.0,29.0
193,78.0,59.0,33.0,28.0,27.0,80.0,42.0,38.0,55.0,46.0,26.0,9.0,75.0,50.0,28.0
194,78.0,59.0,34.0,29.0,28.0,81.0,43.0,39.0,54.0,49.0,26.0,10.0,83.0,54.0,30.0
195,75.5,59.0,33.0,28.5,29.0,78.5,44.0,38.0,54.5,46.0,26.5,10.0,74.0,49.0,26.5
196,78.0,62.0,37.0,27.0,28.0,82.0,47.0,40.0,53.0,48.0,26.0,11.0,80.0,52.0,29.0
197,80.5,58.5,35.0,28.5,27.0,77.5,42.0,38.0,53.0,47.5,26.0,10.0,77.0,51.5,29.0
198,83.5,58.0,35.0,27.0,28.0,77.0,44.5,38.0,53.0,48.0,24.0,11.5,80.0,54.0,32.0
199,85.5,61.0,37.0,29.0,27.0,77.0,45.0,38.0,55.5,50.0,25.5,10.0,79.0,54.5,31.5
200,92.5,61.0,40.0,29.0,29.0,77.0,46.0,42.5,58.0,56.0,26.5,10.0,84.0,60.0,36.0
201,92.0,60.0,40.0,30.0,30.0,82.5,49.0,43.0,57.0,55.0,28.0,10.0,82.0,61.0,38.0
202,93.0,64.0,44.0,30.0,30.0,81.0,49.0,46.0,60.0,56.0,27.0,13.0,89.0,63.0,40.0
203,101.0,64.0,44.0,29.0,27.0,87.0,47.5,45.0,60.0,53.0,25.0,12.0,85.5,61.0,37.0
204,111.0,67.0,47.0,30.0,25.0,81.0,48.0,45.0,58.0,55.0,26.0,12.5,89.0,63.5,39.0
205,118.0,68.0,51.5,33.0,24.0,82.0,49.5,49.0,56.0,52.0,25.0,13.0,90.0,60.0,36.0
